a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2017,1062,BELC,3,1,1,TUE,7,3,12,0,333898,372989,13,30, , , , , , , , , , 
2017,1063,BELC,3,2,1,TUE,7,3,15,0,332408,376109,13,30, , , , , , , , , , 
2017,1064,NEMD,3,2,1,TUE,7,3,15,35,307684,328199,13,40, , , , , , , , , , 
2017,1065,CCGL,1,1,1,TUE,7,3,15,43,288256,427508,13,60,1,1,1,1,2,10,1,1,1,1
2017,1066,ARBC,3,2,1,TUE,7,3,16,44,320671,335559,13,60, , , , , , , , , , 
2017,1067,BELC,3,3,1,TUE,7,3,17,25,334202,375760,13,30, , , , , , , , , , 
2017,1068,ARBC,3,3,2,TUE,7,3,19,50,304253,356162,1,40, , , , , , , , , , 
2017,1069,BELC,3,2,1,TUE,7,3,20,30,330853,373724,13,30, , , , , , , , , , 
2017,1070,MIDU,3,1,1,TUE,7,3,23,10,283212,363854,13,60, , , , , , , , , , 
2017,1071,ANTN,3,2,2,WED,8,3,8,30,325227,377886,13,60, , , , , , , , , , 
2017,1072,CCGL,3,2,3,TUE,7,3,8,30,286182,433919,1,40, , , , , , , , , , 
2017,1073,MEAN,3,1,1,WED,8,3,9,45,340953,389482,13,30, , , , , , , , , , 
2017,1074,BELC,3,2,2,WED,8,3,10,12,329606,374057,13,30, , , , , , , , , , 
2017,1075,MEAN,3,2,1,TUE,7,3,13,35,338736,385736,1,30, , , , , , , , , , 
2017,1076,BELC,3,2,1,WED,8,3,11,21,334190,377142,13,30, , , , , , , , , , 
2017,1077,ARND,3,2,2,WED,8,3,11,33,338604,377225,14,30, , , , , , , , , , 
2017,1078,BELC,3,3,1,WED,8,3,12,16,333607,380423,13,30, , , , , , , , , , 
2017,1079,CCGL,3,2,1,WED,8,3,7,45,285762,439971,1,30, , , , , , , , , , 
2017,1080,DCST,3,2,2,WED,8,3,13,38,231987,393219,13,60, , , , , , , , , , 
2017,1081,CCGL,2,1,1,WED,8,3,13,56,285202,432579,2,30,1,1,1,1,1,1,2,1,1,2
2017,1082,ARND,3,2,1,WED,8,3,13,15,345909,369242,13,30, , , , , , , , , , 
2017,1083,BELC,3,2,1,WED,8,3,14,0,333494,372944,13,30, , , , , , , , , , 
2017,1084,BELC,3,2,1,WED,8,3,15,59,331723,377140,13,30, , , , , , , , , , 
2017,1085,ANTN,3,1,1,WED,8,3,17,0,318992,377846,13,60, , , , , , , , , , 
2017,1086,ARND,3,2,1,WED,8,3,17,10,350496,379966,13,30, , , , , , , , , , 
2017,1087,LISC,3,2,1,FRI,17,2,14,50,332013,365634,13,60, , , , , , , , , , 
2017,1088,BELC,3,2,3,WED,8,3,17,50,333587,373609,13,30, , , , , , , , , , 
2017,1089,ARBC,3,2,1,WED,8,3,17,45,310739,341661,11,60, , , , , , , , , , 
2017,1090,NEMD,3,2,1,WED,8,3,21,48,298459,331417,13,60, , , , , , , , , , 
2017,1091,NEMD,3,1,1,THU,9,3,2,35,337421,319942,13,30, , , , , , , , , , 
2017,1092,BELC,3,2,1,THU,9,3,9,0,334198,374123,2,30, , , , , , , , , , 
2017,1093,MEAN,3,2,1,THU,9,3,10,27,311966,404447,14,40, , , , , , , , , , 
2017,1094,NEMD,3,2,2,THU,9,3,11,5,306331,333215,13,60, , , , , , , , , , 
2017,1095,BELC,3,2,1,THU,9,3,11,21,333768,371803,13,30, , , , , , , , , , 
2017,1096,ANTN,3,2,1,THU,9,3,10,48,313679,390133,11,60, , , , , , , , , , 
2017,1097,MIDU,3,2,1,THU,9,3,13,0,290432,373005,13,60, , , , , , , , , , 
2017,1098,NEMD,3,3,1,THU,9,3,13,52,344902,341606,13,60, , , , , , , , , , 
2017,1099,ARND,3,2,2,THU,9,3,15,24,361404,361458,13,30, , , , , , , , , , 
2017,1100,ARND,3,2,3,THU,9,3,16,50,351155,374160,13,30, , , , , , , , , , 
2017,1101,BELC,3,2,1,THU,9,3,18,14,333436,374325,13,30, , , , , , , , , , 
2017,1102,MEAN,3,2,1,THU,9,3,18,42,312923,412997,13,60, , , , , , , , , , 
2017,1103,NEMD,3,2,1,THU,9,3,19,19,353259,339629,13,60, , , , , , , , , , 
2017,1104,BELC,3,2,1,THU,9,3,23,19,333627,373217,13,30, , , , , , , , , , 
2017,1105,NEMD,3,2,1,FRI,10,3,6,51,351670,342433,13,60, , , , , , , , , , 
2017,1106,ANTN,3,1,1,FRI,10,3,7,5,328232,388684,13,60, , , , , , , , , , 
2017,1107,BELC,3,2,1,FRI,10,3,8,37,332625,375589,13,30, , , , , , , , , , 
2017,1108,DCST,3,2,2,FRI,10,3,9,21,243071,418232,13,30, , , , , , , , , , 
2017,1109,ARBC,3,2,4,FRI,10,3,9,48,285944,344878,13,60, , , , , , , , , , 
2017,1110,MIDU,3,2,1,FRI,10,3,10,9,285652,401629,13,60, , , , , , , , , , 
2017,1111,ARBC,3,2,1,FRI,10,3,10,53,302484,356833,13,30, , , , , , , , , , 
2017,1112,FERO,3,1,1,FRI,10,3,11,50,223456,344186,13,30, , , , , , , , , , 
2017,1113,ARBC,3,1,1,FRI,10,3,11,40,300937,353682,13,30, , , , , , , , , , 
2017,1114,ARND,3,2,2,FRI,10,3,13,17,349872,380424,13,30, , , , , , , , , , 
2017,1115,BELC,3,2,3,FRI,10,3,13,39,331786,373308,13,30, , , , , , , , , , 
2017,1116,FERO,3,2,1,FRI,10,3,14,9,223822,345839,1,40, , , , , , , , , , 
2017,1117,NEMD,3,2,1,FRI,10,3,14,30,309102,325375,13,30, , , , , , , , , , 
2017,1118,NEMD,3,2,1,FRI,10,3,15,18,308468,325942,13,30, , , , , , , , , , 
2017,1119,LISC,3,2,1,FRI,10,3,14,0,326818,364326,13,30, , , , , , , , , , 
2017,1120,CCGL,3,1,1,FRI,10,3,15,54,317337,440191,13,60, , , , , , , , , , 
2017,1121,DCST,3,2,1,FRI,10,3,11,10,245186,415528,13,30, , , , , , , , , , 
2017,1122,ANTN,3,2,2,FRI,10,3,18,11,329995,391537,13,60, , , , , , , , , , 
2017,1123,LISC,3,2,4,FRI,10,3,17,30,327579,363919,13,30, , , , , , , , , , 
2017,1124,BELC,3,1,1,FRI,10,3,20,1,335085,373938,13,30, , , , , , , , , , 
2017,1125,NEMD,3,2,4,FRI,10,3,21,25,348611,344361,13,30, , , , , , , , , , 
2017,1126,NEMD,3,1,2,SAT,11,3,1,2,351983,356028,13,60, , , , , , , , , , 
2017,1127,CCGL,3,2,4,SAT,11,3,1,15,316699,439747,13,60, , , , , , , , , , 
2017,1128,BELC,3,1,1,SAT,11,3,5,4,330725,376705,13,40, , , , , , , , , , 
2017,1129,CCGL,3,2,2,SAT,11,3,7,40,284536,433989,13,40, , , , , , , , , , 
2017,1130,CCGL,3,2,1,SAT,11,3,9,27,270616,407807,13,60, , , , , , , , , , 
2017,1131,DCST,3,1,1,SAT,11,3,12,1,243710,415476,13,30, , , , , , , , , , 
2017,1132,MEAN,2,1,1,SAT,11,3,12,15,311232,405166,13,30,12,7,1,1,1,1,1,1,1,1
2017,1133,NEMD,2,1,2,SAT,11,3,13,28,348349,344039,13,30,10,7,1,1,1,1,1,1,1,1
2017,1134,LISC,3,2,1,SAT,11,3,13,30,324509,353149,13,60, , , , , , , , , , 
2017,1135,MEAN,3,2,1,SAT,11,3,15,9,313669,405447,13,60, , , , , , , , , , 
2017,1136,CCGL,3,2,1,SAT,11,3,16,41,285476,437989,13,60, , , , , , , , , , 
2017,1137,ARBC,3,1,1,SAT,11,3,20,45,305971,341894,13,60, , , , , , , , , , 
2017,1138,NEMD,3,1,1,SAT,11,3,23,20,333753,336059,1,30, , , , , , , , , , 
2017,1139,BELC,3,2,3,SUN,12,3,1,15,334687,371812,13,30, , , , , , , , , , 
2017,1140,ARND,3,1,2,SUN,12,3,2,13,355020,372867,13,60, , , , , , , , , , 
2017,1141,NEMD,3,1,2,SUN,12,3,4,15,310366,325862,13,30, , , , , , , , , , 
2017,1142,BELC,3,2,2,SUN,12,3,10,7,334329,375428,13,30, , , , , , , , , , 
2017,1143,CCGL,3,2,2,SUN,12,3,12,15,314493,440785,13,60, , , , , , , , , , 
2017,1144,ANTN,3,2,1,SUN,12,3,13,58,313694,390123,1,70, , , , , , , , , , 
2017,1145,NEMD,2,2,4,SUN,12,3,15,59,303299,317018,13,60,1,1,1,1,3,1,1,1,1,1
2017,1146,DCST,2,4,1,SUN,12,3,16,52,242032,417521,13,30,1,1,1,1,1,1,1,1,1,1
2017,1147,FERO,3,4,1,SUN,12,3,16,59,257134,367140,13,60, , , , , , , , , , 
2017,1148,ARND,3,2,1,SUN,12,3,18,10,351133,380124,13,30, , , , , , , , , , 
2017,1149,DCST,3,3,1,SUN,12,3,20,0,243498,417338,13,30, , , , , , , , , , 
2017,1150,BELC,3,2,5,MON,13,3,9,6,329836,372896,13,30, , , , , , , , , , 
2017,1151,MIDU,3,2,1,MON,13,3,9,57,260210,358880,13,60, , , , , , , , , , 
2017,1152,LISC,3,3,1,MON,13,3,10,15,315211,360776,13,30, , , , , , , , , , 
2017,1153,BELC,3,2,1,MON,13,3,13,30,334954,371184,13,30, , , , , , , , , , 
2017,1154,ARBC,3,1,1,MON,13,3,16,29,322855,353204,13,60, , , , , , , , , , 
2017,1155,LISC,2,1,2,MON,13,3,17,21,325546,372989,13,60,1,1,1,1,2,1,1,1,3,1
2017,1156,BELC,3,2,2,MON,13,3,18,3,330496,371100,12,70, , , , , , , , , , 
2017,1157,NEMD,3,2,2,MON,13,3,18,20,306925,329175,1,30, , , , , , , , , , 
2017,1158,LISC,3,3,1,MON,13,3,18,55,324658,359948,1,60, , , , , , , , , , 
2017,1159,MIDU,3,2,1,TUE,14,3,9,28,282266,364536,13,60, , , , , , , , , , 
2017,1160,BELC,3,2,1,TUE,14,3,10,47,334174,374472,2,20, , , , , , , , , , 
2017,1161,ARBC,3,2,1,TUE,14,3,10,50,287315,344691,13,30, , , , , , , , , , 
2017,1162,BELC,3,2,2,TUE,14,3,11,45,333925,374094,2,20, , , , , , , , , , 
2017,1163,BELC,3,2,1,TUE,14,3,12,10,333002,376088,13,30, , , , , , , , , , 
2017,1164,BELC,3,2,1,TUE,14,3,12,0,333228,377307,13,30, , , , , , , , , , 
2017,1165,CCGL,3,2,5,TUE,14,3,15,0,267703,421750,13,30, , , , , , , , , , 
2017,1166,LISC,3,2,3,TUE,14,3,15,16,316081,364467,13,60, , , , , , , , , , 
2017,1167,LISC,3,2,1,TUE,14,3,15,59,315971,361434,1,30, , , , , , , , , , 
2017,1168,ARND,3,3,1,TUE,14,3,16,50,356040,379581,13,60, , , , , , , , , , 
2017,1169,MEAN,3,1,1,TUE,14,3,17,6,342063,387889,13,10, , , , , , , , , , 
2017,1170,MIDU,3,2,1,TUE,14,3,17,28,256959,359880,13,60, , , , , , , , , , 
2017,1171,BELC,3,1,1,TUE,14,3,19,45,335682,373930,13,30, , , , , , , , , , 
2017,1172,MEAN,3,2,2,TUE,14,3,20,5,308303,404280,13,40, , , , , , , , , , 
2017,1173,MEAN,3,2,1,TUE,14,3,15,0,308908,401995,13,30, , , , , , , , , , 
2017,1174,ARBC,3,2,1,TUE,14,3,16,30,303319,345974,13,30, , , , , , , , , , 
2017,1175,BELC,3,2,1,WED,15,3,8,30,334923,371290,13,30, , , , , , , , , , 
2017,1176,ARND,3,2,2,WED,15,3,8,55,350077,380148,13,30, , , , , , , , , , 
2017,1177,ARND,3,2,1,WED,15,3,8,52,350036,379987,11,40, , , , , , , , , , 
2017,1178,BELC,2,2,1,WED,15,3,9,24,337687,373988,13,30,12,7,1,1,1,1,1,1,1,1
2017,1179,ANTN,3,2,1,WED,15,3,9,53,319625,377855,13,60, , , , , , , , , , 
2017,1180,MIDU,3,1,1,WED,15,3,11,0,281274,378301,13,30, , , , , , , , , , 
2017,1181,LISC,2,1,1,WED,15,3,12,3,327411,364673,13,30,1,1,1,1,3,10,1,1,1,1
2017,1182,FERO,3,1,1,TUE,14,3,14,0,244965,372886,13,30, , , , , , , , , , 
2017,1183,LISC,3,3,1,WED,15,3,14,37,325465,361716,1,60, , , , , , , , , , 
2017,1184,NEMD,3,2,1,WED,15,3,17,45,337783,329919,13,30, , , , , , , , , , 
2017,1185,BELC,3,1,1,WED,15,3,17,54,335835,374333,13,30, , , , , , , , , , 
2017,1186,BELC,3,2,2,WED,15,3,18,46,334020,376042,13,30, , , , , , , , , , 
2017,1187,FERO,3,2,1,WED,15,3,19,20,238908,341635,13,60, , , , , , , , , , 
2017,1188,MIDU,3,2,1,WED,15,3,20,42,286579,378311,13,30, , , , , , , , , , 
2017,1189,DCST,3,2,4,WED,15,3,20,57,242246,419816,13,30, , , , , , , , , , 
2017,1190,BELC,3,2,1,THU,16,3,7,8,334232,373854,13,40, , , , , , , , , , 
2017,1191,NEMD,3,1,2,THU,16,3,7,0,329266,346626,13,60, , , , , , , , , , 
2017,1192,LISC,3,2,1,THU,16,3,6,45,341020,373968,13,30, , , , , , , , , , 
2017,1193,LISC,3,2,2,THU,16,3,8,21,324015,364603,13,50, , , , , , , , , , 
2017,1194,DCST,3,2,1,THU,16,3,8,29,254211,405183,13,60, , , , , , , , , , 
2017,1195,ARBC,3,2,1,THU,16,3,8,50,288057,340725,13,60, , , , , , , , , , 
2017,1196,ANTN,3,2,1,WED,15,3,14,0,334754,380470,13,30, , , , , , , , , , 
2017,1197,CCGL,3,1,2,THU,16,3,8,30,262064,422153,13,30, , , , , , , , , , 
2017,1198,DCST,3,2,1,THU,16,3,11,46,243461,418975,13,30, , , , , , , , , , 
2017,1199,MEAN,3,2,1,THU,16,3,9,5,311686,404406,13,30, , , , , , , , , , 
2017,1200,BELC,3,2,3,THU,16,3,13,1,337137,372351,13,30, , , , , , , , , , 
2017,1201,ARBC,3,2,1,THU,16,3,13,30,303153,346160,13,30, , , , , , , , , , 
2017,1202,FERO,3,1,1,THU,16,3,13,36,210926,357693,13,60, , , , , , , , , , 
2017,1203,ARBC,3,2,1,THU,16,3,14,19,288911,346322,13,30, , , , , , , , , , 
2017,1204,MIDU,3,1,1,THU,16,3,14,20,275624,371214,13,50, , , , , , , , , , 
2017,1205,BELC,2,1,1,MON,13,3,15,0,331596,373665,13,30,12,7,1,1,3,10,10,1,1,2
2017,1206,DCST,3,2,3,THU,16,3,14,33,231986,393219,13,60, , , , , , , , , , 
2017,1207,ARBC,3,2,1,THU,16,3,14,38,284561,344616,13,60, , , , , , , , , , 
2017,1208,BELC,2,1,1,THU,16,3,16,35,334159,379729,13,30,12,3,1,11,2,1,1,1,1,1
2017,1209,BELC,3,2,1,THU,16,3,18,1,333066,374398,13,30, , , , , , , , , , 
2017,1210,ARND,3,3,1,THU,16,3,18,0,359311,379480,13,30, , , , , , , , , , 
2017,1211,NEMD,3,2,1,THU,16,3,18,10,332028,347538,13,60, , , , , , , , , , 
2017,1212,ARND,3,1,1,THU,16,3,18,13,352302,377273,13,60, , , , , , , , , , 
2017,1213,BELC,3,2,2,THU,16,3,19,37,330831,371388,13,30, , , , , , , , , , 
2017,1214,ARND,3,1,4,THU,16,3,20,30,362814,369233,13,30, , , , , , , , , , 
2017,1215,MEAN,3,1,1,THU,16,3,21,31,314656,397669,13,60, , , , , , , , , , 
2017,1216,BELC,3,1,1,FRI,17,3,4,45,331914,375671,13,30, , , , , , , , , , 
2017,1217,ARND,1,2,3,FRI,17,3,9,0,362096,369791,13,60,1,1,1,1,2,1,2,1,1,1
2017,1218,LISC,3,2,3,FRI,17,3,11,0,319082,359642,12,70, , , , , , , , , , 
2017,1219,BELC,2,1,2,FRI,17,3,11,45,329826,373299,13,40,12,7,1,1,1,2,2,1,1,1
2017,1220,BELC,3,3,2,FRI,17,3,12,0,333820,377162,13,30, , , , , , , , , , 
2017,1221,LISC,2,2,2,FRI,17,3,12,48,341685,369126,13,60,1,1,1,1,2,1,2,1,1,1
2017,1222,DCST,3,2,1,FRI,17,3,12,35,243155,416751,13,30, , , , , , , , , , 
2017,1223,ARND,3,2,1,FRI,17,3,13,0,347044,379009,13,60, , , , , , , , , , 
2017,1224,MEAN,3,1,1,FRI,17,3,15,4,310955,400875,1,60, , , , , , , , , , 
2017,1225,ARBC,3,2,1,FRI,17,3,15,59,309965,349184,13,60, , , , , , , , , , 
2017,1226,BELC,3,1,1,FRI,17,3,14,43,333882,374232,13,10, , , , , , , , , , 
2017,1227,FERO,3,2,3,FRI,17,3,17,32,224111,344352,13,30, , , , , , , , , , 
2017,1228,BELC,2,1,1,FRI,17,3,18,41,330756,372548,13,30,1,1,1,1,3,2,2,1,1,1
2017,1229,ANTN,3,1,1,FRI,17,3,23,50,317195,388847,12,70, , , , , , , , , , 
2017,1230,LISC,3,2,2,SAT,18,3,0,51,327450,367869,13,50, , , , , , , , , , 
2017,1231,FERO,3,1,1,SAT,18,3,1,34,223373,344254,13,30, , , , , , , , , , 
2017,1232,CCGL,1,1,1,SAT,18,3,6,35,288961,424200,13,60,10,7,1,1,2,2,2,1,1,1
2017,1233,MIDU,3,1,1,SAT,18,3,8,15,283078,365494,13,40, , , , , , , , , , 
2017,1234,BELC,3,2,1,SAT,18,3,9,10,326951,371054,13,30, , , , , , , , , , 
2017,1235,ANTN,3,3,2,SAT,18,3,9,47,314790,386002,13,40, , , , , , , , , , 
2017,1236,ARBC,3,2,1,SAT,18,3,10,40,290932,355841,13,60, , , , , , , , , , 
2017,1237,BELC,3,2,1,SAT,18,3,12,30,332659,370651,13,30, , , , , , , , , , 
2017,1238,ARND,3,2,2,SAT,18,3,13,7,348870,373232,13,30, , , , , , , , , , 
2017,1239,FERO,3,3,1,SAT,18,3,13,57,244693,372346,13,30, , , , , , , , , , 
2017,1240,MIDU,3,2,1,TUE,7,3,17,20,291710,392407,13,60, , , , , , , , , , 
2017,1241,ARBC,3,2,3,SAT,18,3,12,30,303151,345676,13,60, , , , , , , , , , 
2017,1242,BELC,3,2,1,FRI,17,3,22,0,333218,374353,13,30, , , , , , , , , , 
2017,1243,BELC,3,2,1,SAT,18,3,15,18,333161,372740,13,30, , , , , , , , , , 
2017,1244,BELC,3,2,2,SAT,18,3,13,0,336301,372947,13,30, , , , , , , , , , 
2017,1245,LISC,3,2,1,SAT,18,3,16,5,325797,364057,13,30, , , , , , , , , , 
2017,1246,FERO,3,2,1,SAT,18,3,16,36,222929,343803,13,30, , , , , , , , , , 
2017,1247,ARBC,3,2,2,SAT,18,3,16,41,305081,356905,11,40, , , , , , , , , , 
2017,1248,ARBC,2,2,1,SAT,18,3,12,0,303239,359863,13,60,12,7,1,1,2,1,2,1,1,2
2017,1249,LISC,3,4,3,SAT,18,3,16,50,317024,362006,13,60, , , , , , , , , , 
2017,1250,LISC,3,2,1,SAT,18,3,17,14,327668,365428,13,30, , , , , , , , , , 
2017,1251,ANTN,3,2,1,SAT,18,3,17,53,326237,389193,13,30, , , , , , , , , , 
2017,1252,BELC,3,2,1,SAT,18,3,18,0,332583,376389,13,30, , , , , , , , , , 
2017,1253,NEMD,3,1,2,SAT,18,3,18,40,312783,326850,13,60, , , , , , , , , , 
2017,1254,BELC,2,1,2,SAT,18,3,19,0,334658,373924,13,30,1,1,1,12,1,2,2,1,1,1
2017,1255,NEMD,3,3,2,SAT,18,3,19,52,300668,326747,13,60, , , , , , , , , , 
2017,1256,FERO,3,1,1,SAT,18,3,23,7,261622,373740,13,60, , , , , , , , , , 
2017,1257,CCGL,3,1,1,SAT,18,3,23,30,281896,437564,13,30, , , , , , , , , , 
2017,1258,LISC,3,1,2,SUN,19,3,1,45,326952,364414,13,30, , , , , , , , , , 
2017,1259,ANTN,3,1,1,SUN,19,3,9,20,330538,393734,13,60, , , , , , , , , , 
2017,1260,BELC,3,2,2,SUN,19,3,11,35,331547,375827,1,30, , , , , , , , , , 
2017,1261,DCST,3,1,1,SAT,18,3,19,50,243474,416908,13,30, , , , , , , , , , 
2017,1262,NEMD,3,2,1,SUN,19,3,12,51,314999,326930,13,60, , , , , , , , , , 
2017,1263,BELC,3,1,1,SUN,19,3,15,30,338282,372220,13,30, , , , , , , , , , 
2017,1264,LISC,3,2,5,SUN,19,3,17,32,330537,361195,13,60, , , , , , , , , , 
2017,1265,NEMD,3,2,1,SUN,19,3,19,0,337298,319613,13,30, , , , , , , , , , 
2017,1266,ARND,3,2,1,SUN,19,3,19,44,361267,368256,13,60, , , , , , , , , , 
2017,1267,DCST,3,2,1,MON,20,3,6,40,254334,407459,13,30, , , , , , , , , , 
2017,1268,ANTN,3,3,1,MON,20,3,9,0,317995,377671,13,60, , , , , , , , , , 
2017,1269,LISC,3,2,2,MON,20,3,9,56,323315,357258,13,60, , , , , , , , , , 
2017,1270,MEAN,3,2,1,MON,20,3,10,10,311819,410227,13,30, , , , , , , , , , 
2017,1271,MEAN,3,2,1,MON,20,3,10,43,325944,399376,13,60, , , , , , , , , , 
2017,1272,BELC,3,2,1,MON,20,3,9,30,333893,376206,13,30, , , , , , , , , , 
2017,1273,ARND,3,2,1,MON,20,3,11,20,351623,381792,13,50, , , , , , , , , , 
2017,1274,DCST,3,2,2,MON,20,3,12,45,235160,379462,13,60, , , , , , , , , , 
2017,1275,DCST,3,1,1,FRI,17,3,18,0,243340,416739,13,30, , , , , , , , , , 
2017,1276,ARBC,2,1,1,MON,20,3,13,15,300805,353958,13,30,12,7,1,1,1,1,1,1,1,1
2017,1277,DCST,3,2,2,MON,20,3,17,42,235053,399149,13,30, , , , , , , , , , 
2017,1278,ARBC,3,2,1,MON,20,3,18,30,319046,352304,14,60, , , , , , , , , , 
2017,1279,BELC,3,2,2,MON,20,3,21,42,333466,374295,13,30, , , , , , , , , , 
2017,1280,NEMD,3,1,4,TUE,21,3,3,41,344573,353452,13,60, , , , , , , , , , 
2017,1281,ARBC,3,5,5,TUE,21,3,6,50,310440,361801,12,70, , , , , , , , , , 
2017,1282,MEAN,3,3,2,TUE,21,3,7,48,338871,402421,13,30, , , , , , , , , , 
2017,1283,MIDU,3,2,1,TUE,21,3,7,50,280424,377384,13,30, , , , , , , , , , 
2017,1284,ARBC,3,2,1,TUE,21,3,9,52,288036,342012,13,60, , , , , , , , , , 
2017,1285,BELC,3,2,2,TUE,21,3,10,30,333667,374764,13,30, , , , , , , , , , 
2017,1286,BELC,2,1,1,TUE,21,3,10,50,337708,373969,13,30,12,4,1,1,1,1,1,1,1,1
2017,1287,CCGL,3,2,1,TUE,21,3,17,18,268270,423436,13,60, , , , , , , , , , 
2017,1288,BELC,3,2,1,TUE,21,3,16,30,332583,378057,13,30, , , , , , , , , , 
2017,1289,LISC,3,2,2,TUE,21,3,21,33,333222,361104,13,60, , , , , , , , , , 
2017,1290,BELC,3,1,1,TUE,21,3,23,6,334197,377708,13,30, , , , , , , , , , 
2017,1291,FERO,3,2,1,WED,22,3,8,10,223832,358526,13,30, , , , , , , , , , 
2017,1292,BELC,3,2,2,WED,22,3,9,4,334055,375213,2,30, , , , , , , , , , 
2017,1293,ANTN,3,2,2,WED,22,3,10,10,299317,391276,11,60, , , , , , , , , , 
2017,1294,ARBC,3,2,1,WED,22,3,12,45,307783,358387,13,30, , , , , , , , , , 
2017,1295,ANTN,3,2,2,WED,22,3,14,29,334197,380680,13,30, , , , , , , , , , 
2017,1296,ARBC,3,2,1,WED,22,3,17,19,304207,356183,11,60, , , , , , , , , , 
2017,1297,BELC,3,2,3,WED,22,3,18,10,333647,375534,13,30, , , , , , , , , , 
2017,1298,ARND,3,2,1,WED,22,3,16,45,348365,372572,13,30, , , , , , , , , , 
2017,1299,BELC,3,2,1,WED,22,3,17,30,333953,373748,13,30, , , , , , , , , , 
2017,1300,ANTN,3,1,1,WED,22,3,18,58,315926,386209,13,40, , , , , , , , , , 
2017,1301,FERO,3,2,2,WED,22,3,19,31,234274,359715,13,60, , , , , , , , , , 
2017,1302,BELC,3,2,3,WED,22,3,19,50,332729,374124,13,30, , , , , , , , , , 
2017,1303,BELC,3,1,1,WED,22,3,21,15,332933,372511,13,30, , , , , , , , , , 
2017,1304,MIDU,3,2,1,THU,23,3,6,56,277801,359989,11,70, , , , , , , , , , 
2017,1305,BELC,3,2,1,WED,22,3,13,35,333622,375018,13,30, , , , , , , , , , 
2017,1306,ANTN,3,3,1,THU,23,3,8,40,316705,385489,13,40, , , , , , , , , , 
2017,1307,NEMD,3,2,2,TUE,21,3,9,45,317749,318330,13,30, , , , , , , , , , 
2017,1308,LISC,3,2,1,THU,2,3,9,20,325583,365604,13,30, , , , , , , , , , 
2017,1309,DCST,3,2,2,THU,23,3,14,58,245325,419240,13,50, , , , , , , , , , 
2017,1310,BELC,3,2,2,THU,23,3,15,40,335685,373941,13,30, , , , , , , , , , 
2017,1311,BELC,3,2,1,THU,23,3,16,23,333111,371709,13,30, , , , , , , , , , 
2017,1312,MIDU,2,2,1,THU,23,3,18,41,265129,354738,13,60,1,1,1,1,7,1,1,1,1,1
2017,1313,MIDU,3,2,1,THU,23,3,19,15,281594,367639,13,30, , , , , , , , , , 
2017,1314,BELC,3,2,2,THU,23,3,19,15,336375,372888,13,30, , , , , , , , , , 
2017,1315,ARBC,3,2,5,THU,23,3,22,37,301170,353881,13,30, , , , , , , , , , 
2017,1316,ARND,3,1,1,FRI,24,3,5,59,349130,373895,13,30, , , , , , , , , , 
2017,1317,NEMD,3,2,1,FRI,24,3,8,30,352041,354909,13,60, , , , , , , , , , 
2017,1318,ANTN,3,2,1,FRI,24,3,9,10,333853,384235,13,30, , , , , , , , , , 
2017,1319,MIDU,3,4,2,FRI,24,3,11,9,292938,392304,13,60, , , , , , , , , , 
2017,1320,NEMD,2,2,3,FRI,24,3,11,35,334619,353837,13,60,12,7,1,1,3,1,1,1,1,1
2017,1321,BELC,3,2,1,FRI,24,3,12,40,332398,373106,13,30, , , , , , , , , , 
2017,1322,BELC,3,2,2,FRI,24,3,12,43,337314,372229,13,30, , , , , , , , , , 
2017,1323,ARBC,3,3,1,FRI,24,3,14,22,313861,346624,13,40, , , , , , , , , , 
2017,1324,NEMD,3,3,5,FRI,24,3,15,35,347652,346061,13,40, , , , , , , , , , 
2017,1325,MEAN,3,3,1,FRI,24,3,16,40,311021,400798,13,60, , , , , , , , , , 
2017,1326,ARND,3,2,1,FRI,24,3,15,30,348849,373113,13,30, , , , , , , , , , 
2017,1327,FERO,3,1,1,FRI,24,3,17,0,244805,372887,13,30, , , , , , , , , , 
2017,1328,DCST,3,1,1,FRI,24,3,17,37,241651,416527,13,30, , , , , , , , , , 
2017,1329,MIDU,3,2,1,FRI,24,3,19,38,271595,379329,13,60, , , , , , , , , , 
2017,1330,BELC,3,2,3,FRI,24,3,20,3,332856,374348,13,40, , , , , , , , , , 
2017,1331,BELC,3,1,1,FRI,24,3,22,0,330928,372657,13,30, , , , , , , , , , 
2017,1332,ARBC,3,2,1,FRI,24,3,22,0,300698,349970,13,60, , , , , , , , , , 
2017,1333,BELC,3,2,1,SAT,25,3,6,44,332411,376112,13,30, , , , , , , , , , 
2017,1334,FERO,3,2,1,SAT,25,3,7,50,244542,372036,13,30, , , , , , , , , , 
2017,1335,BELC,3,2,1,FRI,24,3,22,0,330970,375074,13,30, , , , , , , , , , 
2017,1336,MEAN,3,2,1,SAT,25,3,9,29,305747,405924,13,30, , , , , , , , , , 
2017,1337,MEAN,3,2,1,SAT,25,3,11,1,340840,389938,13,60, , , , , , , , , , 
2017,1338,NEMD,2,2,1,SAT,25,3,13,8,325525,315495,13,60,12,7,1,1,2,1,1,1,1,1
2017,1339,ARND,3,1,1,SAT,25,3,14,47,362715,369507,13,30, , , , , , , , , , 
